Time","Strength","Firsts","Lasts","Minimum","Maximum"
"Mon Feb 13 2017 18:00:00 GMT-0500 (Eastern Standard Time)","2:26","2:15","2:49","2:13","2:49"
"Mon Feb 13 2017 18:05:00 GMT-0500 (Eastern Standard Time)","2:26","2:15","2:49","2:13","2:49"
"Mon Feb 13 2017 18:10:00 GMT-0500 (Eastern Standard Time)","2:26","2:15","2:49","2:13","2:49"
"Mon Feb 13 2017 18:15:00 GMT-0500 (Eastern Standard Time)","2:26","2:15","2:49","2:13","2:49"
"Mon Feb 13 2017 18:20:00 GMT-0500 (Eastern Standard Time)","2:26","2:15","2:49","2:13","2:49"
"Mon Feb 13 2017 18:25:00 GMT-0500 (Eastern Standard Time)","2:26","2:15","2:49","2:13","2:49"
"Mon Feb 13 2017 18:30:00 GMT-0500 (Eastern Standard Time)","2:26","2:15","2:49","2:13","2:49"
"Mon Feb 13 2017 18:35:00 GMT-0500 (Eastern Standard Time)","2:26","2:15","2:49","2:13","2:49"
"Mon Feb 13 2017 18:40:00 GMT-0500 (Eastern Standard Time)","2:26","2:15","2:49","2:13","2:49"
"Mon Feb 13 2017 18:45:00 GMT-0500 (Eastern Standard Time)","2:26","2:15","2:49","2:13","2:49"
"Mon Feb 13 2017 18:50:00 GMT-0500 (Eastern Standard Time)","2:26","2:15","2:49","2:13","2:49"
"Mon Feb 13 2017 18:55:00 GMT-0500 (Eastern Standard Time)","2:26","2:15","2:49","2:13","2:49"
"Mon Feb 13 2017 19:00:00 GMT-0500 (Eastern Standard Time)","2:26","2:15","2:49","2:13","2:49"
"Mon Feb 13 2017 19:05:00 GMT-0500 (Eastern Standard Time)","2:26","2:15","2:49","2:13","2:49"
"Mon Feb 13 2017 19:10:00 GMT-0500 (Eastern Standard Time)","2:27","2:17","2:49","2:13","2:49"
"Mon Feb 13 2017 19:15:00 GMT-0500 (Eastern Standard Time)","2:27","2:17","2:49","2:13","2:49"
"Mon Feb 13 2017 19:20:00 GMT-0500 (Eastern Standard Time)","2:28","2:17","2:49","2:14","2:49"
